blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,longitude,latitude
43,TANGLIN HALT RD,10,1962,Y,N,N,Y,N,N,QT,102,0,0,0,0,0,0,0,0,0,26,70,6,103.798598,1.298697
43,TEBAN GDNS RD,12,1985,Y,N,N,Y,N,N,JE,110,0,0,66,44,0,0,0,0,0,0,0,0,103.741778,1.321076
43,TELOK BLANGAH RISE,14,1975,Y,N,N,N,N,N,BM,154,0,0,151,0,2,0,0,0,0,0,1,0,103.823232,1.270374
43A,JLN TIGA,1,2003,N,N,N,N,N,Y,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,103.884896,1.308445
43A,MARGARET DR,45,2021,Y,N,N,N,N,N,QT,274,0,83,64,126,0,0,0,0,0,1,0,0,103.806863,1.296084
43A,SIMS DR,4,1989,Y,N,N,N,N,N,GL,28,0,0,0,19,9,0,0,0,0,0,0,0,103.87664,1.316819
430,ANG MO KIO AVE 3,25,1978,Y,N,N,N,N,N,AMK,96,0,0,0,0,96,0,0,0,0,0,0,0,103.852763,1.368996
430,BEDOK NTH RD,1,2020,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,103.932765,1.329442
430,BT PANJANG RING RD,11,1988,Y,N,N,N,N,N,BP,70,0,0,0,34,36,0,0,0,0,0,0,0,106.151808,-6.116966
430,CHOA CHU KANG AVE 4,10,1991,Y,N,N,N,N,N,CCK,80,0,0,0,44,36,0,0,0,0,0,0,0,103.741061,1.38397
430,CLEMENTI AVE 3,12,1978,Y,N,N,N,N,N,CL,152,0,0,127,22,0,2,0,0,0,0,1,0,103.762588,1.313282
430,FERNVALE LINK,6,2013,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.878156,1.394265
430,HOUGANG AVE 6,17,1988,Y,N,N,N,N,N,HG,44,0,0,0,0,0,44,0,0,0,0,0,0,103.893261,1.375321
430,JURONG WEST AVE 1,12,1984,Y,N,N,N,N,N,JW,131,0,0,1,130,0,0,0,0,0,0,0,0,103.72568,1.351894
430,TAMPINES ST 41,13,1985,Y,N,N,Y,N,N,TAP,72,0,0,0,0,0,72,0,0,0,0,0,0,103.950139,1.359521
430,YISHUN AVE 11,6,2014,N,N,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,103.848118,1.421156
430A,BEDOK NTH RD,17,2019,Y,N,N,Y,N,N,BD,139,0,0,31,108,0,0,0,0,0,0,0,0,103.932632,1.329731
430A,CHOA CHU KANG AVE 4,1,1992,N,N,N,N,N,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.741677,1.384333
430A,FERNVALE LINK,25,2013,Y,N,N,N,N,N,SK,135,0,0,0,72,63,0,0,0,0,0,0,0,103.878521,1.393872
430A,YISHUN AVE 11,13,2014,Y,N,N,Y,N,N,YS,126,0,0,24,102,0,0,0,0,0,0,0,0,103.848632,1.421485
430B,FERNVALE LINK,25,2013,Y,N,N,N,N,N,SK,129,0,0,87,42,0,0,0,0,0,0,0,0,103.878287,1.393905
430B,YISHUN AVE 11,13,2014,Y,N,N,N,N,N,YS,90,0,0,0,90,0,0,0,0,0,0,0,0,103.848613,1.420987
430C,FERNVALE LINK,25,2013,Y,N,N,N,N,N,SK,123,0,0,93,30,0,0,0,0,0,0,0,0,103.878285,1.394633
430D,FERNVALE LINK,25,2013,Y,N,N,Y,N,N,SK,135,0,0,0,72,63,0,0,0,0,0,0,0,103.877991,1.394885
431,ANG MO KIO AVE 10,25,1978,Y,Y,N,N,N,N,AMK,96,0,0,0,0,96,0,0,0,0,0,0,0,103.852978,1.368227
431,BEDOK NTH RD,7,2019,N,N,N,Y,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,103.932503,1.329221
431,BT BATOK WEST AVE 8,1,2023,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
431,BT PANJANG RING RD,12,1988,Y,N,N,N,N,N,BP,132,0,0,0,132,0,0,0,0,0,0,0,0,106.151808,-6.116966
431,CHOA CHU KANG AVE 4,15,1992,Y,N,N,N,N,N,CCK,94,0,0,0,59,35,0,0,0,0,0,0,0,103.74183,1.384048
431,CLEMENTI AVE 3,4,1978,Y,Y,N,N,N,N,CL,64,0,0,44,16,1,2,0,0,0,0,1,0,103.762828,1.313656
431,FERNVALE LINK,1,2013,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.878621,1.394264
431,HOUGANG AVE 6,4,1988,Y,N,N,N,N,N,HG,14,0,0,0,0,0,14,0,0,0,0,0,0,103.893108,1.375633
431,JURONG WEST AVE 1,12,1984,Y,N,N,N,N,N,JW,120,0,0,12,108,0,0,0,0,0,0,0,0,103.724815,1.352254
431,NORTHSHORE DR,1,2024,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.910684,1.41763
431,TAMPINES ST 41,13,1985,Y,N,N,N,N,N,TAP,72,0,0,0,0,0,72,0,0,0,0,0,0,103.95075,1.359565
431,YISHUN AVE 1,7,2014,N,Y,N,N,Y,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,103.847589,1.420263
431A,BEDOK NTH RD,17,2019,Y,N,N,N,N,N,BD,127,0,0,31,96,0,0,0,0,0,0,0,0,103.932989,1.329081
431A,BT BATOK WEST AVE 8,17,2022,Y,N,N,N,N,N,BB,204,0,126,32,46,0,0,0,0,0,0,0,0,103.739462,1.355099
431A,CLEMENTI AVE 3,1,1980,N,Y,N,N,N,N,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,103.763017,1.313809
431A,NORTHSHORE DR,1,2024,N,Y,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.911259,1.417439
431A,YISHUN AVE 1,13,2014,Y,N,N,Y,N,N,YS,72,0,0,0,36,36,0,0,0,0,0,0,0,103.847288,1.419607
431B,BT BATOK WEST AVE 8,16,2022,Y,N,N,Y,N,N,BB,133,0,0,28,105,0,0,0,0,0,0,0,0,103.739462,1.355099
431B,NORTHSHORE DR,22,2023,Y,N,N,N,N,N,PG,144,0,103,20,21,0,0,0,0,0,0,0,0,103.910684,1.41763
431B,YISHUN AVE 1,13,2014,Y,N,N,N,N,N,YS,84,0,0,36,48,0,0,0,0,0,0,0,0,103.847102,1.420333
431C,NORTHSHORE DR,22,2024,Y,N,N,N,N,N,PG,158,0,82,30,46,0,0,0,0,0,0,0,0,103.910684,1.41763
431C,YISHUN AVE 1,13,2014,Y,N,N,N,N,N,YS,108,0,0,60,48,0,0,0,0,0,0,0,0,103.846505,1.420197
431D,YISHUN AVE 1,13,2014,Y,N,N,Y,N,N,YS,84,0,0,0,84,0,0,0,0,0,0,0,0,103.84697,1.419969
432,ANG MO KIO AVE 10,12,1978,Y,N,N,N,N,N,AMK,110,0,0,88,22,0,0,0,0,0,0,0,0,103.853602,1.36831
432,BT BATOK WEST AVE 8,6,2022,N,N,N,Y,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.739462,1.355099
432,BT PANJANG RING RD,11,1988,Y,N,N,N,N,N,BP,80,0,0,0,44,36,0,0,0,0,0,0,0,106.151808,-6.116966
432,CHOA CHU KANG AVE 4,12,1991,Y,N,N,Y,N,N,CCK,73,0,0,0,42,31,0,0,0,0,0,0,0,103.741921,1.384589
432,CLEMENTI AVE 3,13,1978,Y,Y,N,N,N,N,CL,131,0,0,107,22,2,0,0,0,0,0,0,0,103.762694,1.314015
432,HOUGANG AVE 6,10,1988,Y,N,N,N,N,N,HG,63,0,0,0,45,18,0,0,0,0,0,0,0,103.893128,1.376248
432,JURONG WEST ST 42,12,1984,Y,N,N,N,N,N,JW,94,0,0,11,83,0,0,0,0,0,0,0,0,103.723355,1.352968
432,NORTHSHORE DR,1,2024,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.910299,1.417224
432,SENGKANG WEST WAY,4,2013,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.877196,1.394398
432,TAMPINES ST 41,12,1985,Y,N,N,Y,N,N,TAP,88,0,0,0,48,40,0,0,0,0,0,0,0,103.950532,1.35892
432A,BT BATOK WEST AVE 8,17,2022,Y,Y,N,N,N,N,BB,126,0,0,0,32,94,0,0,0,0,0,0,0,103.739462,1.355099
432A,NORTHSHORE DR,22,2023,Y,N,N,N,N,N,PG,176,0,120,20,36,0,0,0,0,0,0,0,0,103.910299,1.417224
432A,SENGKANG WEST WAY,27,2013,Y,Y,N,N,N,N,SK,119,0,0,23,96,0,0,0,0,0,0,0,0,103.877153,1.394762
432A,YISHUN AVE 1,13,2014,Y,N,N,N,N,N,YS,96,0,0,0,36,60,0,0,0,0,0,0,0,103.847044,1.419307
432B,BT BATOK WEST AVE 8,16,2022,Y,N,N,N,N,N,BB,176,0,146,0,30,0,0,0,0,0,0,0,0,103.739462,1.355099
432B,NORTHSHORE DR,22,2023,Y,Y,N,N,N,N,PG,160,0,0,0,100,60,0,0,0,0,0,0,0,103.911242,1.416796
432B,SENGKANG WEST WAY,27,2013,Y,N,N,Y,N,N,SK,123,0,0,23,100,0,0,0,0,0,0,0,0,103.877237,1.393979
432B,YISHUN AVE 1,13,2014,Y,N,N,N,N,N,YS,84,0,0,0,24,60,0,0,0,0,0,0,0,103.846471,1.419078
432C,YISHUN AVE 1,13,2014,Y,N,N,Y,N,N,YS,96,0,0,0,24,72,0,0,0,0,0,0,0,103.845973,1.419496
432D,YISHUN AVE 1,13,2014,Y,N,N,Y,N,N,YS,72,0,0,0,24,48,0,0,0,0,0,0,0,103.846174,1.419795
433,ANG MO KIO AVE 10,12,1978,Y,N,N,Y,N,N,AMK,130,0,0,105,22,0,2,0,0,0,0,1,0,103.854343,1.368081
433,BT PANJANG RING RD,4,1988,Y,N,N,N,N,N,BP,12,0,0,0,0,0,12,0,0,0,0,0,0,106.151808,-6.116966
433,BT BATOK WEST AVE 8,1,2023,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.739462,1.355099
433,CHOA CHU KANG AVE 4,12,1991,Y,N,N,Y,N,N,CCK,80,0,0,0,49,31,0,0,0,0,0,0,0,103.741741,1.384974
433,CLEMENTI AVE 3,13,1978,Y,Y,N,N,N,N,CL,128,0,0,101,22,1,4,0,0,0,0,0,0,103.761846,1.314001
433,HOUGANG AVE 8,13,1988,Y,N,N,N,N,N,HG,96,0,0,0,72,24,0,0,0,0,0,0,0,103.893824,1.37614
433,JURONG WEST ST 42,12,1984,Y,N,N,N,N,N,JW,120,0,0,12,108,0,0,0,0,0,0,0,0,103.723043,1.352734
433,NORTHSHORE DR,1,2023,N,N,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.910774,1.416943
433,SENGKANG WEST WAY,1,2013,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.877681,1.394394
433,TAMPINES ST 43,11,1985,Y,Y,N,N,N,N,TAP,91,0,0,55,36,0,0,0,0,0,0,0,0,103.951102,1.359039
433,YISHUN AVE 6,12,1987,Y,N,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,103.847295,1.420919
433A,BT BATOK WEST AVE 8,16,2022,Y,N,N,N,N,N,BB,193,0,120,30,43,0,0,0,0,0,0,0,0,103.739462,1.355099
433A,NORTHSHORE DR,22,2023,Y,N,N,N,N,N,PG,146,0,0,0,84,62,0,0,0,0,0,0,0,103.910774,1.416943
433A,SENGKANG WEST WAY,27,2013,Y,Y,N,N,N,N,SK,123,0,0,50,73,0,0,0,0,0,0,0,0,103.877578,1.3949
433B,BT BATOK WEST AVE 8,15,2022,Y,N,N,N,N,N,BB,182,0,112,28,42,0,0,0,0,0,0,0,0,103.739462,1.355099
433B,NORTHSHORE DR,22,2023,Y,N,N,Y,N,N,PG,156,0,82,28,46,0,0,0,0,0,0,0,0,103.910774,1.416943
433B,SENGKANG WEST WAY,27,2013,Y,N,N,N,N,N,SK,130,0,0,0,78,52,0,0,0,0,0,0,0,103.877523,1.393908
433C,BT BATOK WEST AVE 8,15,2022,Y,N,N,N,N,N,BB,126,0,0,0,42,84,0,0,0,0,0,0,0,103.739462,1.355099
434,ANG MO KIO AVE 10,12,1978,Y,N,N,N,N,N,AMK,107,0,0,82,22,1,2,0,0,0,0,0,0,103.853455,1.367896
434,BT PANJANG RING RD,11,1988,Y,N,N,Y,N,N,BP,100,0,0,0,64,36,0,0,0,0,0,0,0,106.151808,-6.116966
434,CHOA CHU KANG AVE 4,14,1992,Y,N,N,N,N,N,CCK,86,0,0,0,36,50,0,0,0,0,0,0,0,103.741031,1.38452
434,CLEMENTI AVE 3,13,1978,Y,N,N,Y,N,N,CL,142,0,0,116,24,0,2,0,0,0,0,0,0,103.761656,1.314572
434,FERNVALE RD,4,2011,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.876558,1.393989
434,HOUGANG AVE 8,13,1988,Y,N,N,Y,N,N,HG,108,0,0,0,84,24,0,0,0,0,0,0,0,103.893822,1.376472
434,JURONG WEST ST 42,4,1984,Y,N,N,N,N,N,JW,32,0,0,16,16,0,0,0,0,0,0,0,0,103.722624,1.352428
434,TAMPINES ST 43,12,1985,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,103.951611,1.359229
434A,FERNVALE RD,20,2011,Y,N,N,N,N,N,SK,105,0,0,32,73,0,0,0,0,0,0,0,0,103.876377,1.394373
434B,FERNVALE RD,25,2011,Y,N,N,N,N,N,SK,136,0,0,0,96,40,0,0,0,0,0,0,0,103.876633,1.394614
435,ANG MO KIO AVE 10,12,1978,Y,N,N,Y,N,N,AMK,131,0,0,108,22,0,1,0,0,0,0,0,0,103.854222,1.3677
435,BT PANJANG RING RD,12,1988,Y,Y,N,Y,N,N,BP,132,0,0,0,132,0,0,0,0,0,0,0,0,106.151808,-6.116966
435,BT BATOK WEST AVE 5,1,2018,N,N,N,N,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
435,CHOA CHU KANG AVE 4,12,1991,Y,N,N,Y,N,N,CCK,90,0,0,0,61,29,0,0,0,0,0,0,0,103.740985,1.385114
435,CLEMENTI AVE 3,13,1978,Y,N,N,Y,N,N,CL,144,0,0,119,24,0,0,0,0,0,0,1,0,103.762556,1.314567
435,FERNVALE RD,1,2012,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.876946,1.39323
435,HOUGANG AVE 8,13,1990,Y,Y,N,Y,N,N,HG,120,0,0,0,120,0,0,0,0,0,0,0,0,103.893597,1.377527
435,JURONG WEST ST 42,4,1983,Y,N,N,N,N,N,JW,32,0,0,8,24,0,0,0,0,0,0,0,0,103.723621,1.352157
435,NORTHSHORE DR,4,2024,N,N,N,N,Y,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.91096,1.419045
435,TAMPINES ST 43,4,1985,Y,N,N,N,N,N,TAP,32,0,0,0,32,0,0,0,0,0,0,0,0,103.951073,1.359768
435,YISHUN AVE 6,12,1987,Y,N,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,103.847282,1.421332
435A,BT BATOK WEST AVE 5,15,2018,Y,N,N,N,N,N,BB,336,0,0,0,0,0,0,0,0,168,168,0,0,10.480653,5.160991
435A,FERNVALE RD,21,2011,Y,N,N,N,N,N,SK,117,0,0,0,79,38,0,0,0,0,0,0,0,103.876341,1.393404
435A,HOUGANG AVE 8,5,1998,N,Y,N,N,Y,N,HG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.894017,1.377834
435A,NORTHSHORE DR,23,2024,Y,N,N,N,N,N,PG,142,0,65,0,77,0,0,0,0,0,0,0,0,103.910405,1.418415
435B,BT BATOK WEST AVE 5,15,2018,Y,N,N,N,N,N,BB,182,0,112,28,42,0,0,0,0,0,0,0,0,10.480653,5.160991
435B,FERNVALE RD,24,2011,Y,N,N,N,N,N,SK,135,0,0,23,112,0,0,0,0,0,0,0,0,103.8767,1.393391
435B,NORTHSHORE DR,24,2024,Y,N,N,Y,N,N,PG,208,0,107,18,83,0,0,0,0,0,0,0,0,103.910516,1.418801
435C,BT BATOK WEST AVE 5,15,2018,Y,N,N,Y,N,N,BB,138,0,0,0,82,56,0,0,0,0,0,0,0,10.480653,5.160991
435C,FERNVALE RD,24,2011,Y,N,N,N,N,N,SK,130,0,0,0,84,46,0,0,0,0,0,0,0,103.876964,1.393604
436,ANG MO KIO AVE 10,12,1978,Y,N,N,N,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,103.85402,1.367354
436,BT BATOK WEST AVE 5,8,2018,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
436,CHOA CHU KANG AVE 4,15,1992,Y,N,N,N,N,N,CCK,66,0,0,0,0,0,66,0,0,0,0,0,0,103.740381,1.384617
436,FAJAR RD,12,1989,Y,Y,N,N,N,N,BP,110,0,0,0,70,40,0,0,0,0,0,0,0,103.770141,1.382266
436,FERNVALE RD,1,2008,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.876654,1.392534
436,HOUGANG AVE 8,13,1990,Y,Y,N,N,N,N,HG,84,0,0,0,72,12,0,0,0,0,0,0,0,103.893811,1.377198
436,JURONG WEST AVE 1,12,1984,Y,N,N,N,N,N,JW,98,0,0,0,16,82,0,0,0,0,0,0,0,103.723057,1.352063
436,NORTHSHORE DR,1,2024,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.910888,1.419804
436,TAMPINES ST 43,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,103.951599,1.35958
436,WOODLANDS ST 41,12,1985,Y,Y,N,N,N,N,WL,136,0,0,0,136,0,0,0,0,0,0,0,0,103.774734,1.426614
436,YISHUN AVE 11,12,2009,Y,N,N,Y,N,N,YS,176,0,0,0,0,0,0,0,0,110,66,0,0,103.846101,1.421379
436A,BT BATOK WEST AVE 5,14,2018,Y,N,N,N,N,N,BB,169,0,104,26,39,0,0,0,0,0,0,0,0,10.480653,5.160991
436A,FERNVALE RD,25,2008,Y,N,N,Y,N,N,SK,134,0,0,48,86,0,0,0,0,0,0,0,0,103.876482,1.3928
436A,NORTHSHORE DR,21,2024,Y,N,N,Y,N,N,PG,141,0,0,0,107,34,0,0,0,0,0,0,0,103.9107,1.419449
436B,FERNVALE RD,21,2008,Y,N,N,N,N,N,SK,120,0,0,20,100,0,0,0,0,0,0,0,0,103.876919,1.392854
436B,NORTHSHORE DR,15,2024,Y,N,N,N,N,N,PG,70,0,0,0,15,55,0,0,0,0,0,0,0,103.910955,1.420133
436C,FERNVALE RD,25,2007,Y,N,N,N,N,N,SK,144,0,0,48,96,0,0,0,0,0,0,0,0,103.876922,1.392321
436D,FERNVALE RD,21,2007,Y,N,N,Y,N,N,SK,110,0,0,40,70,0,0,0,0,0,0,0,0,103.876565,1.392182
437,ANG MO KIO AVE 10,25,1978,Y,Y,N,N,N,N,AMK,96,0,0,0,0,96,0,0,0,0,0,0,0,103.853247,1.367205
437,CHOA CHU KANG AVE 4,15,1992,Y,N,N,N,N,N,CCK,70,0,0,0,0,0,70,0,0,0,0,0,0,103.740635,1.384136
437,FAJAR RD,14,1995,Y,N,N,N,N,N,BP,95,0,0,0,56,39,0,0,0,0,0,0,0,103.769548,1.38251
437,FERNVALE RD,5,2007,N,Y,N,Y,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.876372,1.392519
437,HOUGANG AVE 8,13,1990,Y,Y,N,N,N,N,HG,84,0,0,0,72,12,0,0,0,0,0,0,0,103.893278,1.377204
437,JURONG WEST AVE 1,16,1984,Y,Y,N,N,N,N,JW,104,0,0,0,14,90,0,0,0,0,0,0,0,103.724027,1.351636
437,TAMPINES ST 43,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,103.951598,1.359951
437,WOODLANDS ST 41,12,1985,Y,N,N,N,N,N,WL,114,0,0,0,114,0,0,0,0,0,0,0,0,103.774694,1.426987
437,YISHUN AVE 6,12,1987,Y,N,N,N,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0,103.849484,1.426945
437A,BT BATOK WEST AVE 5,14,2018,Y,N,N,Y,N,N,BB,130,0,0,0,78,52,0,0,0,0,0,0,0,10.480653,5.160991
437A,NORTHSHORE DR,19,2024,Y,N,N,N,N,N,PG,111,0,0,0,54,57,0,0,0,0,0,0,0,103.911402,1.420025
437B,NORTHSHORE DR,26,2024,Y,N,N,N,N,N,PG,183,0,0,0,99,84,0,0,0,0,0,0,0,103.911543,1.419584
438,ANG MO KIO AVE 10,12,1978,Y,N,N,Y,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,103.853927,1.366967
438,BT BATOK WEST AVE 8,1,2019,N,N,N,Y,N,Y,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
438,CHOA CHU KANG AVE 4,12,1992,Y,N,N,N,N,N,CCK,80,0,0,0,47,33,0,0,0,0,0,0,0,103.73982,1.384227
438,FAJAR RD,12,1989,Y,Y,N,N,N,N,BP,88,0,0,0,48,40,0,0,0,0,0,0,0,103.770297,1.382777
438,HOUGANG AVE 8,4,1989,Y,N,N,N,N,N,HG,32,0,0,0,32,0,0,0,0,0,0,0,0,103.893153,1.378044
438,JURONG WEST AVE 1,4,1983,Y,N,N,N,N,N,JW,39,0,0,23,16,0,0,0,0,0,0,0,0,103.723595,1.351423
438,NORTHSHORE DR,1,2024,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.911401,1.418949
438,SENGKANG WEST AVE,1,2009,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.877963,1.392196
438,TAMPINES ST 43,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,103.95159,1.360307
438,YISHUN AVE 11,12,2009,Y,N,N,N,N,N,YS,176,0,66,0,0,0,0,0,0,110,0,0,0,103.846089,1.421679
438A,BT BATOK WEST AVE 8,15,2018,Y,N,N,Y,N,N,BB,182,0,98,0,84,0,0,0,0,0,0,0,0,103.739462,1.355099
438A,NORTHSHORE DR,24,2024,Y,N,N,N,N,N,PG,241,0,207,34,0,0,0,0,0,0,0,0,0,103.911553,1.419183
438A,SENGKANG WEST AVE,21,2009,Y,N,N,N,N,N,SK,80,0,0,20,60,0,0,0,0,0,0,0,0,103.877422,1.392755
438B,BT BATOK WEST AVE 8,15,2018,Y,N,N,N,N,N,BB,182,0,112,28,42,0,0,0,0,0,0,0,0,103.739462,1.355099
438B,NORTHSHORE DR,24,2024,Y,N,N,N,N,N,PG,273,0,227,46,0,0,0,0,0,0,0,0,0,103.911331,1.418737
438B,SENGKANG WEST AVE,25,2009,Y,N,N,N,N,N,SK,96,0,0,24,72,0,0,0,0,0,0,0,0,103.877719,1.392752
438C,BT BATOK WEST AVE 8,14,2018,Y,N,N,N,N,N,BB,169,0,104,26,39,0,0,0,0,0,0,0,0,103.739462,1.355099
438C,NORTHSHORE DR,23,2024,Y,N,N,N,N,N,PG,176,0,110,0,66,0,0,0,0,0,0,0,0,103.91117,1.418341
439,ANG MO KIO AVE 10,25,1978,Y,N,N,N,N,N,AMK,96,0,0,0,0,96,0,0,0,0,0,0,0,103.853496,1.366298
439,BT BATOK WEST AVE 8,6,2018,N,N,N,Y,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.739462,1.355099
439,CHOA CHU KANG AVE 4,14,1992,Y,N,N,N,N,N,CCK,104,0,0,0,55,49,0,0,0,0,0,0,0,103.740011,1.383738
439,CLEMENTI AVE 3,1,2018,N,N,N,N,N,Y,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,103.763284,1.316148
439,FAJAR RD,12,1989,Y,Y,N,Y,N,N,BP,88,0,0,0,48,40,0,0,0,0,0,0,0,103.770465,1.383046
439,HOUGANG AVE 8,17,1990,Y,Y,N,N,N,N,HG,96,0,0,0,66,30,0,0,0,0,0,0,0,103.893427,1.378598
439,JURONG WEST AVE 1,4,1984,Y,N,N,N,N,N,JW,16,0,0,8,8,0,0,0,0,0,0,0,0,103.72325,1.351499
439,SENGKANG WEST AVE,4,2009,N,N,N,Y,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.877587,1.392192
439,TAMPINES ST 43,4,1985,Y,N,N,N,N,N,TAP,24,0,0,16,8,0,0,0,0,0,0,0,0,103.951075,1.360332
439,YISHUN AVE 11,12,1987,Y,N,N,N,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0,103.846285,1.421992
439A,BT BATOK WEST AVE 8,15,2018,Y,N,N,Y,N,N,BB,182,0,98,0,84,0,0,0,0,0,0,0,0,103.739462,1.355099
439A,SENGKANG WEST AVE,21,2009,Y,N,N,N,N,N,SK,108,0,0,20,88,0,0,0,0,0,0,0,0,103.877803,1.391859
439B,BT BATOK WEST AVE 8,14,2018,Y,N,N,Y,N,N,BB,130,0,0,0,78,52,0,0,0,0,0,0,0,103.739462,1.355099
439B,SENGKANG WEST AVE,21,2009,Y,N,N,N,N,N,SK,120,0,0,40,80,0,0,0,0,0,0,0,0,103.878234,1.392021
439C,BT BATOK WEST AVE 8,14,2018,Y,N,N,Y,N,N,BB,130,0,0,0,78,52,0,0,0,0,0,0,0,103.739462,1.355099
439C,SENGKANG WEST AVE,25,2009,Y,N,N,N,N,N,SK,96,0,0,24,72,0,0,0,0,0,0,0,0,103.878656,1.392223
44,BEDOK STH RD,16,1977,Y,N,N,N,N,N,BD,120,0,0,0,120,0,0,0,0,0,0,0,0,103.941656,1.321105
44,BENDEMEER RD,12,1970,Y,Y,N,N,N,N,KWN,228,0,0,225,3,0,0,0,0,0,0,0,0,103.866674,1.322371
44,BEO CRES,10,1964,Y,N,N,Y,N,N,BM,126,0,0,0,0,0,0,0,0,0,126,0,0,103.82686,1.288821
44,CHAI CHEE ST,14,1979,Y,N,N,Y,N,N,BD,205,0,0,175,26,2,1,0,0,0,0,1,0,103.925696,1.329008
44,CIRCUIT RD,10,1964,Y,N,N,N,N,N,GL,115,0,28,82,5,0,0,0,0,0,0,0,0,103.886134,1.326645
44,HOLLAND DR,2,2014,N,N,Y,N,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.792865,1.308159
44,JLN BAHAGIA,2,1959,Y,N,N,N,N,N,KWN,4,0,0,4,0,0,0,0,0,0,0,0,0,103.85723,1.327406
44,LENGKOK BAHRU,4,1983,Y,N,N,N,N,N,BM,16,0,0,0,0,16,0,0,0,0,0,0,0,103.811818,1.28683
44,LOR 5 TOA PAYOH,11,1992,Y,N,N,Y,N,N,TP,80,0,0,0,0,80,0,0,0,0,0,0,0,103.854,1.336388
44,MARINE CRES,25,1975,Y,N,N,Y,N,N,MP,96,0,0,0,0,96,0,0,0,0,0,0,0,103.913096,1.304744
44,MOH GUAN TER,4,1949,Y,N,N,N,N,N,BM,16,0,8,8,0,0,0,0,0,0,0,0,0,103.830995,1.28366
44,OWEN RD,8,1978,Y,Y,N,N,N,N,KWN,88,0,0,74,13,0,0,0,0,0,0,1,0,103.854287,1.312202
44,SIMS DR,16,1974,Y,N,N,Y,N,N,GL,240,0,0,0,240,0,0,0,0,0,0,0,0,103.877112,1.316293
