blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,longitude,latitude
156,RIVERVALE CRES,17,2005,Y,N,N,N,N,N,SK,146,0,0,0,146,0,0,0,0,0,0,0,0,103.907428,1.391109
156,SIMEI RD,11,1988,Y,Y,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,103.958813,1.345101
156,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,84,0,0,0,0,0,84,0,0,0,0,0,0,103.944961,1.351584
156,WOODLANDS ST 13,4,1985,Y,N,N,N,N,N,WL,40,0,0,0,40,0,0,0,0,0,0,0,0,103.774279,1.434212
156,YISHUN ST 11,4,1984,Y,Y,N,N,N,N,YS,25,0,0,18,5,1,1,0,0,0,0,0,0,103.833568,1.431888
156,YUNG LOH RD,15,1994,Y,N,N,Y,N,N,JW,88,0,0,0,36,52,0,0,0,0,0,0,0,103.721768,1.327917
156A,LOR 1 TOA PAYOH,5,1997,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.845264,1.333117
156A,MEI LING ST,1,2005,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.804251,1.29266
156A,RIVERVALE CRES,6,2005,N,Y,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.906993,1.391612
156B,RIVERVALE CRES,1,2005,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.906514,1.392008
157,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,N,N,AMK,47,0,0,46,0,0,0,0,0,0,0,1,0,103.839187,1.375216
157,BEDOK STH AVE 3,13,1984,Y,N,N,N,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,103.945719,1.318729
157,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,103.856798,1.346026
157,BT BATOK ST 11,4,1985,Y,Y,N,N,N,N,BB,17,0,0,17,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
157,HOUGANG ST 11,4,1984,Y,N,N,N,N,N,HG,12,0,0,0,0,0,12,0,0,0,0,0,0,103.879703,1.353015
157,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,120,0,0,0,120,0,0,0,0,0,0,0,0,103.756665,1.379257
157,LOR 1 TOA PAYOH,11,1971,Y,N,N,Y,N,N,TP,353,0,0,346,0,7,0,0,0,0,0,0,0,103.845798,1.332381
157,MEI LING ST,16,1969,Y,Y,N,N,N,N,QT,140,0,0,140,0,0,0,0,0,0,0,0,0,103.803612,1.293106
157,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,29,0,0,0,0,0,29,0,0,0,0,0,0,103.96267,1.364378
157,SERANGOON NTH AVE 1,16,2016,Y,N,N,N,N,N,SGN,195,0,0,0,0,0,0,0,0,90,105,0,0,103.869138,1.37122
157,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,103.959322,1.344526
157,TAMPINES ST 12,12,1983,Y,N,N,N,N,N,TAP,153,0,0,130,22,0,1,0,0,0,0,0,0,103.945003,1.351093
157,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,103.774791,1.434372
157,YISHUN ST 11,12,1984,Y,N,N,Y,N,N,YS,108,0,0,84,22,0,2,0,0,0,0,0,0,103.834091,1.432218
157,YUNG LOH RD,18,1994,Y,N,N,N,N,N,JW,96,0,0,0,28,68,0,0,0,0,0,0,0,103.721651,1.328616
157A,MEI LING ST,6,2001,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.803459,1.293366
157A,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.908329,1.387885
157A,SERANGOON NTH AVE 1,1,2016,N,Y,N,N,N,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,103.869491,1.371285
157B,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,100,0,0,0,32,68,0,0,0,0,0,0,0,103.908185,1.387654
157B,SERANGOON NTH AVE 1,1,2016,N,N,N,N,N,Y,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,103.869305,1.371278
157C,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.907752,1.387808
157D,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.907887,1.388101
158,ANG MO KIO AVE 4,2,1981,Y,Y,N,N,N,N,AMK,3,0,0,3,0,0,0,0,0,0,0,0,0,103.838994,1.374786
158,BEDOK STH AVE 3,4,1985,Y,Y,N,N,N,N,BD,16,0,0,12,4,0,0,0,0,0,0,0,0,103.945081,1.318706
158,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,98,0,0,0,4,94,0,0,0,0,0,0,0,103.856169,1.346567
158,BT BATOK ST 11,4,1985,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
158,HOUGANG ST 11,15,1996,Y,N,N,N,N,N,HG,103,0,0,0,75,28,0,0,0,0,0,0,0,103.880486,1.35164
158,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,107,0,0,0,47,60,0,0,0,0,0,0,0,103.757096,1.379921
158,LOR 1 TOA PAYOH,12,1971,Y,N,N,Y,N,N,TP,151,0,0,148,0,3,0,0,0,0,0,0,0,103.845093,1.331436
158,MEI LING ST,12,1969,Y,Y,N,N,N,N,QT,102,0,0,101,0,1,0,0,0,0,0,0,0,103.802835,1.29272
158,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,37,0,0,0,0,0,37,0,0,0,0,0,0,103.962224,1.364648
158,SIMEI RD,4,1988,Y,N,N,N,N,N,TAP,32,0,0,0,20,12,0,0,0,0,0,0,0,103.959768,1.344356
158,TAMPINES ST 12,12,1983,Y,N,N,Y,N,N,TAP,110,0,0,0,110,0,0,0,0,0,0,0,0,103.945855,1.35142
158,WOODLANDS ST 13,12,1984,Y,N,N,N,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,103.774779,1.434049
158,YISHUN ST 11,4,1984,Y,N,N,N,N,N,YS,24,0,0,24,0,0,0,0,0,0,0,0,0,103.834525,1.432408
158,YUNG LOH RD,18,1994,Y,Y,N,Y,N,N,JW,122,0,0,0,64,58,0,0,0,0,0,0,0,103.72228,1.328961
158A,JLN TECK WHYE,5,1996,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.756539,1.379695
158A,PASIR RIS ST 13,4,1993,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,103.961709,1.364179
158A,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.906867,1.388748
158B,RIVERVALE CRES,18,2001,Y,Y,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.906719,1.388461
158C,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.907094,1.388224
158D,RIVERVALE CRES,18,2001,Y,N,N,Y,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.907232,1.388468
159,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,N,N,AMK,23,0,0,23,0,0,0,0,0,0,0,0,0,103.839858,1.374793
159,BEDOK STH AVE 3,13,1984,Y,Y,N,Y,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,103.945596,1.319035
159,BISHAN ST 13,4,1987,Y,N,N,N,N,N,BH,20,0,0,0,0,0,20,0,0,0,0,0,0,103.855784,1.346822
159,BT BATOK ST 11,3,1984,N,Y,N,Y,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
159,HOUGANG ST 11,14,1997,Y,Y,N,N,N,N,HG,104,0,0,0,78,26,0,0,0,0,0,0,0,103.879517,1.351448
159,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,107,0,0,0,47,60,0,0,0,0,0,0,0,103.756497,1.380196
159,LOR 1 TOA PAYOH,12,1971,Y,N,N,Y,N,N,TP,154,0,0,154,0,0,0,0,0,0,0,0,0,103.845593,1.330725
159,MEI CHIN RD,2,2009,N,N,Y,N,N,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.802892,1.293219
159,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,28,0,0,0,0,0,28,0,0,0,0,0,0,103.961312,1.363763
159,RIVERVALE CRES,1,2001,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.907563,1.388329
159,SIMEI RD,4,1988,Y,N,N,N,N,N,TAP,32,0,0,0,20,12,0,0,0,0,0,0,0,103.959991,1.344901
159,TAMPINES ST 12,12,1983,Y,N,N,Y,N,N,TAP,132,0,0,0,132,0,0,0,0,0,0,0,0,103.946046,1.351048
159,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,103.774586,1.433694
159,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,88,0,0,0,12,76,0,0,0,0,0,0,0,103.834028,1.432793
159,YUNG PING RD,20,1994,Y,N,N,N,N,N,JW,74,0,0,0,0,0,74,0,0,0,0,0,0,103.722386,1.329286
159A,HOUGANG ST 11,6,1996,N,Y,N,N,Y,N,HG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.879457,1.351952
159A,RIVERVALE CRES,18,2001,Y,N,N,N,N,N,SK,96,0,0,0,78,18,0,0,0,0,0,0,0,103.90728,1.387871
16,BEDOK STH RD,1,2012,N,N,Y,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,103.935499,1.320515
16,CANTONMENT CL,30,2000,Y,N,N,N,N,N,BM,145,0,0,29,87,29,0,0,0,0,0,0,0,103.840284,1.273911
16,COMPASSVALE LINK,2,2014,N,N,N,Y,N,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.896034,1.384219
16,DAKOTA CRES,3,1958,Y,N,N,N,N,N,GL,12,0,0,0,0,0,0,0,0,0,0,12,0,103.884892,1.306177
16,EUNOS CRES,12,1976,Y,Y,N,N,N,N,GL,152,0,0,150,0,2,0,0,0,0,0,0,0,103.904486,1.322997
16,GHIM MOH RD,14,1976,Y,N,N,Y,N,N,QT,208,0,0,0,0,0,0,0,0,0,208,0,0,103.788042,1.309403
16,HOUGANG AVE 3,20,1975,Y,N,N,N,N,N,HG,76,0,0,0,0,76,0,0,0,0,0,0,0,103.891047,1.362822
16,JLN TENTERAM,22,1999,Y,N,N,N,N,N,KWN,154,0,0,0,118,36,0,0,0,0,0,0,0,103.859536,1.328083
16,JOO SENG RD,18,1983,Y,N,N,N,N,N,TP,68,0,0,0,17,51,0,0,0,0,0,0,0,103.880375,1.336477
16,MARSILING LANE,14,1975,Y,N,N,Y,N,N,WL,260,0,41,0,0,0,0,0,0,0,219,0,0,103.778113,1.44234
16,MARINE TER,16,1974,Y,N,N,N,N,N,MP,270,0,16,0,0,0,0,0,0,0,254,0,0,103.914055,1.30437
16,ST. GEORGE'S RD,4,1984,Y,N,N,N,N,N,KWN,24,0,0,8,16,0,0,0,0,0,0,0,0,103.86236,1.324351
16,TAMAN HO SWEE,9,1963,Y,N,N,N,N,N,BM,78,0,9,66,3,0,0,0,0,0,0,0,0,103.831628,1.288009
16,TECK WHYE LANE,12,1978,Y,Y,N,N,N,N,CCK,141,0,0,118,20,3,0,0,0,0,0,0,0,103.754887,1.378454
16,TELOK BLANGAH CRES,14,1974,Y,Y,N,N,N,N,BM,178,0,0,174,0,4,0,0,0,0,0,0,0,103.821504,1.278051
16,TOH YI DR,13,1987,Y,N,N,N,N,N,BT,96,0,0,0,54,42,0,0,0,0,0,0,0,103.772575,1.339389
16,UPP BOON KENG RD,16,1974,Y,Y,N,N,N,N,KWN,273,0,0,266,0,7,0,0,0,0,0,0,0,103.871655,1.31544
16A,GHIM MOH RD,4,2004,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.787639,1.309636
16A,MARINE TER,4,2004,N,N,N,N,Y,N,MP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.914249,1.304105
16A,TELOK BLANGAH CRES,6,1997,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,103.821151,1.27757
160,ANG MO KIO AVE 4,1,2009,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.839213,1.374598
160,BEDOK STH AVE 3,13,1985,Y,N,N,N,N,N,BD,72,0,0,0,0,0,72,0,0,0,0,0,0,103.945165,1.319238
160,BISHAN ST 13,4,1987,Y,N,N,N,N,N,BH,16,0,0,0,0,0,16,0,0,0,0,0,0,103.856387,1.347
160,BT BATOK ST 11,13,1983,Y,Y,N,N,N,N,BB,120,0,0,72,48,0,0,0,0,0,0,0,0,106.151808,-6.116966
160,HOUGANG ST 11,14,1996,Y,N,N,N,N,N,HG,80,0,0,0,36,44,0,0,0,0,0,0,0,103.879079,1.352026
160,JLN TECK WHYE,18,1996,Y,N,N,N,N,N,CCK,136,0,0,0,102,34,0,0,0,0,0,0,0,103.756374,1.380807
160,LOR 1 TOA PAYOH,12,1971,Y,Y,N,N,N,N,TP,176,0,50,0,0,0,0,0,0,0,126,0,0,103.845031,1.330928
160,MEI LING ST,20,1970,Y,N,N,Y,N,N,QT,226,0,0,166,57,2,0,0,0,0,0,1,0,103.804267,1.292081
160,PASIR RIS ST 13,8,1993,Y,N,N,N,N,N,PRC,51,0,0,0,0,0,51,0,0,0,0,0,0,103.962205,1.364217
160,PUNGGOL CTRL,1,2004,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.915239,1.395401
160,RIVERVALE CRES,7,2001,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.907807,1.387233
160,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,103.959571,1.345068
160,TAMPINES ST 12,12,1983,Y,N,N,Y,N,N,TAP,88,0,0,0,12,76,0,0,0,0,0,0,0,103.945182,1.350707
160,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,132,0,0,66,66,0,0,0,0,0,0,0,0,103.774804,1.433351
160,YISHUN ST 11,12,1984,Y,Y,N,N,N,N,YS,101,0,0,81,20,0,0,0,0,0,0,0,0,103.833387,1.432418
160,YUNG PING RD,19,1995,Y,N,N,N,N,N,JW,68,0,0,0,0,0,68,0,0,0,0,0,0,103.721502,1.329131
160A,JLN TECK WHYE,5,1997,N,Y,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.757205,1.380425
160A,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,98,0,0,0,36,62,0,0,0,0,0,0,0,103.915708,1.395312
160B,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,98,0,0,0,36,62,0,0,0,0,0,0,0,103.916001,1.395225
161,ANG MO KIO AVE 4,2,1981,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.839611,1.374152
161,BEDOK STH AVE 3,4,1985,Y,N,N,N,N,N,BD,20,0,0,0,0,0,20,0,0,0,0,0,0,103.94577,1.319526
161,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,98,0,0,0,4,94,0,0,0,0,0,0,0,103.856516,1.347559
161,BT MERAH CTRL,4,1980,Y,Y,N,N,N,N,BM,57,0,0,52,3,1,0,0,0,0,0,1,0,106.151808,-6.116966
161,BT BATOK ST 11,13,1984,Y,Y,N,N,N,N,BB,120,0,0,72,48,0,0,0,0,0,0,0,0,106.151808,-6.116966
161,HOUGANG ST 11,14,1996,Y,N,N,N,N,N,HG,149,0,0,0,115,34,0,0,0,0,0,0,0,103.878703,1.352539
161,JLN TECK WHYE,5,2022,N,N,N,Y,Y,Y,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.758203,1.380114
161,LOR 1 TOA PAYOH,12,1971,Y,N,N,Y,N,N,TP,176,0,59,0,0,0,0,0,0,0,117,0,0,103.845014,1.330496
161,MEI LING ST,20,1970,Y,N,N,N,N,N,QT,227,0,0,168,57,1,0,0,0,0,0,1,0,103.803525,1.291543
161,PASIR RIS ST 13,9,1993,Y,N,N,N,N,N,PRC,30,0,0,0,0,0,30,0,0,0,0,0,0,103.961941,1.363757
161,RIVERVALE CRES,1,2001,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.908633,1.387577
161,SIMEI RD,4,1988,Y,N,N,N,N,N,TAP,32,0,0,0,20,12,0,0,0,0,0,0,0,103.96027,1.345468
161,TAMPINES ST 12,11,1983,Y,N,N,N,N,N,TAP,160,0,0,50,110,0,0,0,0,0,0,0,0,103.94599,1.34998
161,WOODLANDS ST 13,12,1984,Y,N,N,Y,N,N,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,103.773673,1.433351
161,YISHUN ST 11,12,1984,Y,N,N,N,N,N,YS,110,0,0,0,16,94,0,0,0,0,0,0,0,103.833133,1.432786
161,YUNG PING RD,19,1995,Y,N,N,Y,N,N,JW,82,0,0,0,0,0,82,0,0,0,0,0,0,103.721535,1.329678
161A,JLN TECK WHYE,22,2022,Y,N,N,N,N,N,CCK,168,0,126,42,0,0,0,0,0,0,0,0,0,103.759123,1.379724
161A,LOR 1 TOA PAYOH,4,1998,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.844968,1.330208
161A,MEI LING ST,3,2004,N,N,N,N,Y,N,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.803551,1.292066
161A,PUNGGOL CTRL,19,2002,Y,N,N,N,N,N,PG,109,0,0,0,37,72,0,0,0,0,0,0,0,103.915018,1.395816
161B,JLN TECK WHYE,31,2023,Y,N,N,N,N,N,CCK,119,0,0,0,119,0,0,0,0,0,0,0,0,103.758596,1.379863
161B,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,109,0,0,0,37,72,0,0,0,0,0,0,0,103.915306,1.395723
161C,JLN TECK WHYE,31,2023,Y,N,N,N,N,N,CCK,287,0,126,42,119,0,0,0,0,0,0,0,0,103.75836,1.380527
162,ANG MO KIO AVE 4,1,2009,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.838864,1.374108
162,BEDOK STH RD,4,1985,Y,N,N,N,N,N,BD,20,0,0,0,0,0,20,0,0,0,0,0,0,103.946066,1.319661
162,BISHAN ST 13,4,1987,Y,N,N,N,N,N,BH,24,0,0,0,0,0,24,0,0,0,0,0,0,103.855965,1.347603
162,BT MERAH CTRL,8,1980,N,Y,N,N,N,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
162,BT BATOK ST 11,10,1984,Y,N,N,N,N,N,BB,146,0,0,90,54,0,2,0,0,0,0,0,0,106.151808,-6.116966
162,JLN TECK WHYE,16,1996,Y,N,N,N,N,N,CCK,124,0,0,0,63,61,0,0,0,0,0,0,0,103.757754,1.380821
162,MEI LING ST,12,1969,Y,Y,N,N,N,N,QT,100,0,0,100,0,0,0,0,0,0,0,0,0,103.802857,1.292255
162,PUNGGOL CTRL,5,2002,N,N,N,Y,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.914336,1.396119
162,RIVERVALE CRES,1,2016,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.907868,1.39088
162,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,103.959829,1.345595
162,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,80,0,0,0,12,68,0,0,0,0,0,0,0,103.947139,1.349901
162,WOODLANDS ST 13,10,1984,Y,Y,N,N,N,N,WL,108,0,0,0,20,88,0,0,0,0,0,0,0,103.773065,1.433095
162,YISHUN ST 11,15,2011,Y,N,N,Y,N,N,YS,392,0,0,0,0,0,0,0,0,294,98,0,0,103.832398,1.433055
162,YUNG PING RD,18,1995,Y,N,N,N,N,N,JW,65,0,0,0,0,0,65,0,0,0,0,0,0,103.722092,1.329648
162A,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,99,0,0,0,37,62,0,0,0,0,0,0,0,103.91425,1.396366
162A,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,68,34,0,0,0,0,0,0,0,103.907721,1.390415
162B,PUNGGOL CTRL,19,2002,Y,N,N,N,N,N,PG,99,0,0,0,37,62,0,0,0,0,0,0,0,103.914538,1.396272
162B,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,68,34,0,0,0,0,0,0,0,103.908027,1.390415
162C,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.908557,1.390023
163,ANG MO KIO AVE 4,4,1981,Y,Y,N,N,N,N,AMK,84,0,0,84,0,0,0,0,0,0,0,0,0,103.838201,1.373697
163,BEDOK STH RD,13,1984,Y,Y,N,N,N,N,BD,96,0,0,0,96,0,0,0,0,0,0,0,0,103.946633,1.319728
163,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,98,0,0,0,4,94,0,0,0,0,0,0,0,103.856226,1.348052
163,BT MERAH CTRL,4,1980,N,Y,Y,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,103.81657,1.282887
163,BT BATOK ST 11,13,1983,Y,N,N,Y,N,N,BB,120,0,0,72,48,0,0,0,0,0,0,0,0,106.151808,-6.116966
163,GANGSA RD,25,1997,Y,N,N,N,N,N,BP,96,0,0,0,48,48,0,0,0,0,0,0,0,103.76445,1.376264
163,JLN TECK WHYE,22,1997,Y,N,N,Y,N,N,CCK,88,0,0,0,0,0,88,0,0,0,0,0,0,103.756998,1.38098
163,LOR 1 TOA PAYOH,12,1972,Y,Y,N,N,N,N,TP,131,0,0,130,0,1,0,0,0,0,0,0,0,103.84411,1.332042
163,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,103.959293,1.345958
163,STIRLING RD,12,1969,Y,Y,N,Y,N,N,QT,100,0,0,96,0,3,0,0,0,0,0,1,0,103.80265,1.291872
163,TAMPINES ST 12,11,1983,Y,N,N,Y,N,N,TAP,120,0,0,0,120,0,0,0,0,0,0,0,0,103.947418,1.349533
163,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,16,0,0,8,8,0,0,0,0,0,0,0,0,103.774,1.433007
163,YUNG PING RD,19,1995,Y,Y,N,N,N,N,JW,90,0,0,0,0,0,90,0,0,0,0,0,0,103.722621,1.330184
163A,GANGSA RD,5,1997,N,Y,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.764377,1.377071
163A,PUNGGOL CTRL,19,2003,Y,N,N,Y,N,N,PG,98,0,0,0,36,62,0,0,0,0,0,0,0,103.91406,1.395501
163A,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.908879,1.389554
163A,YUNG PING RD,5,1994,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.722231,1.330181
163B,GANGSA RD,1,1997,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.764571,1.3769
163B,PUNGGOL CTRL,19,2003,Y,N,N,N,N,N,PG,98,0,0,0,36,62,0,0,0,0,0,0,0,103.913772,1.39563
163B,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,68,0,0,0,34,34,0,0,0,0,0,0,0,103.908694,1.389164
163C,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,34,68,0,0,0,0,0,0,0,0,103.90823,1.389659
164,BEDOK STH RD,12,1985,Y,N,N,N,N,N,BD,88,0,0,0,48,40,0,0,0,0,0,0,0,103.946546,1.320094
164,BISHAN ST 13,22,1987,Y,Y,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,103.856186,1.348566
164,BT BATOK ST 11,13,1984,Y,Y,N,N,N,N,BB,130,0,0,77,51,0,2,0,0,0,0,0,0,106.151808,-6.116966
164,BT MERAH CTRL,4,1980,Y,Y,N,N,N,N,BM,3,0,0,3,0,0,0,0,0,0,0,0,0,103.81657,1.282887
164,GANGSA RD,25,1997,Y,N,N,N,N,N,BP,96,0,0,0,48,48,0,0,0,0,0,0,0,103.764898,1.376466
164,JLN TECK WHYE,22,1997,Y,N,N,N,N,N,CCK,90,0,0,0,0,0,90,0,0,0,0,0,0,103.756465,1.381204
164,PUNGGOL CTRL,1,2002,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.914454,1.395727
164,RIVERVALE CRES,7,2015,N,N,N,Y,Y,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,103.907551,1.389233
164,SIMEI RD,11,1988,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,103.958539,1.34602
164,STIRLING RD,12,1969,Y,Y,N,N,N,N,QT,104,0,0,101,0,3,0,0,0,0,0,0,0,103.802533,1.29149
164,TAMPINES ST 12,11,1983,Y,Y,N,N,N,N,TAP,153,0,0,47,106,0,0,0,0,0,0,0,0,103.946004,1.349615
164,WOODLANDS ST 13,4,1984,Y,N,N,N,N,N,WL,16,0,0,8,8,0,0,0,0,0,0,0,0,103.774262,1.433007
164,YUNG KUANG RD,5,2017,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.721493,1.330441
164A,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,51,51,0,0,0,0,0,0,0,103.907401,1.390063
164A,STIRLING RD,1,2005,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.802279,1.291702
164A,YUNG KUANG RD,19,2017,Y,N,N,N,N,N,JW,72,0,0,0,36,36,0,0,0,0,0,0,0,103.721869,1.330218
164B,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,68,34,0,0,0,0,0,0,0,0,103.907251,1.389681
164C,RIVERVALE CRES,18,2015,Y,N,N,N,N,N,SK,102,0,0,0,34,68,0,0,0,0,0,0,0,103.907737,1.389822
165,BEDOK STH RD,12,1984,Y,Y,N,N,N,N,BD,110,0,0,0,110,0,0,0,0,0,0,0,0,103.946091,1.320306
165,BISHAN ST 13,22,1987,Y,N,N,N,N,N,BH,114,0,0,0,12,102,0,0,0,0,0,0,0,103.856311,1.349162
165,BT MERAH CTRL,8,1980,Y,Y,N,N,N,N,BM,4,0,0,3,1,0,0,0,0,0,0,0,0,103.81657,1.282887
165,BT BATOK WEST AVE 8,10,1984,Y,N,N,Y,N,N,BB,130,0,0,0,130,0,0,0,0,0,0,0,0,103.739462,1.355099
165,GANGSA RD,25,1997,Y,N,N,N,N,N,BP,143,0,0,0,71,72,0,0,0,0,0,0,0,103.765124,1.376851
165,HOUGANG AVE 1,13,1996,Y,N,N,Y,N,N,HG,132,0,0,0,132,0,0,0,0,0,0,0,0,103.887853,1.35023
